2024-10-02 11:31:02,127 - INFO - Using device: cuda
2024-10-02 11:31:02,128 - INFO - Stage 1: Loading data...
2024-10-02 11:31:18,978 - INFO - Number of classes: 5
2024-10-02 11:31:18,978 - INFO - Stage 2: Initializing models...
2024-10-02 11:31:19,030 - INFO - Configuration Parameters:
2024-10-02 11:31:19,030 - INFO - seed: 42
2024-10-02 11:31:19,030 - INFO - batchsize: 128
2024-10-02 11:31:19,030 - INFO - sample_size: 2000
2024-10-02 11:31:19,030 - INFO - lambda_noise: 0.2
2024-10-02 11:31:19,030 - INFO - variance_threshold: 0.95
2024-10-02 11:31:19,030 - INFO - output_dim: 128
2024-10-02 11:31:19,030 - INFO - project_dim: 256
2024-10-02 11:31:19,030 - INFO - mlp_hidden_dim: 64
2024-10-02 11:31:19,030 - INFO - learning_rate: 0.0001
2024-10-02 11:31:19,030 - INFO - weight_decay: 0.001
2024-10-02 11:31:19,030 - INFO - num_epochs: 20000
2024-10-02 11:31:19,030 - INFO - mlp_epochs: 5000
2024-10-02 11:31:19,030 - INFO - loss_lambda_param: 0.005
2024-10-02 11:31:19,030 - INFO - scaling_method: minmax
2024-10-02 11:31:19,030 - INFO - eval_metric: survival
2024-10-02 11:31:19,030 - INFO - model_save_path: ./model_checkpoints
2024-10-02 11:31:19,030 - INFO - fra_save_path: ./fra_pre
2024-10-02 11:31:19,030 - INFO - training_dataset_name: All
2024-10-02 11:31:19,030 - INFO - testing_dataset_name: Metabric
2024-10-02 11:31:19,030 - INFO - device: cuda
2024-10-02 11:31:19,030 - INFO - sc_path: ./cancer_single_cell_data/processed_data.h5ad
2024-10-02 11:31:19,030 - INFO - bulk_path: ./cancer_brca_metabric_bulk_data/data_mrna_illumina_microarray_zscores_ref_diploid_samples.txt
2024-10-02 11:31:19,030 - INFO - stage_path: ./cancer_brca_metabric_bulk_data/Tumor_Stage.txt
2024-10-02 11:31:19,030 - INFO - survival_path: ./Synapse_metabric/Clinical_Overall_Survival_Data_from_METABRIC.txt
2024-10-02 11:31:19,030 - INFO - Model Architectures:
2024-10-02 11:31:19,031 - INFO - Encoder: Encoder(
  (layers): Sequential(
    (0): Linear(in_features=1371, out_features=2048, bias=True)
    (1): BatchNorm1d(2048, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Dropout(p=0.2, inplace=False)
    (4): Linear(in_features=2048, out_features=1024, bias=True)
    (5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): ReLU()
    (7): Dropout(p=0.2, inplace=False)
    (8): Linear(in_features=1024, out_features=512, bias=True)
    (9): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (10): ReLU()
    (11): Dropout(p=0.2, inplace=False)
    (12): Linear(in_features=512, out_features=256, bias=True)
    (13): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (14): ReLU()
    (15): Dropout(p=0.2, inplace=False)
    (16): Linear(in_features=256, out_features=128, bias=True)
  )
)
2024-10-02 11:31:19,031 - INFO - Projector: Projector(
  (layers): Sequential(
    (0): Linear(in_features=128, out_features=1024, bias=True)
    (1): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Linear(in_features=1024, out_features=256, bias=True)
  )
)
2024-10-02 11:31:19,031 - INFO - MLP Bulk: MLPClassifier(
  (layers): Sequential(
    (0): Linear(in_features=1371, out_features=64, bias=True)
    (1): ReLU()
    (2): Linear(in_features=64, out_features=64, bias=True)
    (3): ReLU()
    (4): Linear(in_features=64, out_features=5, bias=True)
  )
)
2024-10-02 11:31:19,031 - INFO - MLP Embedded: MLPClassifier(
  (layers): Sequential(
    (0): Linear(in_features=128, out_features=64, bias=True)
    (1): ReLU()
    (2): Linear(in_features=64, out_features=64, bias=True)
    (3): ReLU()
    (4): Linear(in_features=64, out_features=5, bias=True)
  )
)
2024-10-02 11:31:19,031 - INFO - Stage 3: Training Barlow Twins...
2024-10-02 11:31:49,888 - INFO - Epoch 100 completed. Loss: 9.9039
2024-10-02 11:32:19,230 - INFO - Epoch 200 completed. Loss: 7.7364
2024-10-02 11:32:49,434 - INFO - Epoch 300 completed. Loss: 6.6116
2024-10-02 11:33:19,462 - INFO - Epoch 400 completed. Loss: 5.8728
2024-10-02 11:33:49,657 - INFO - Epoch 500 completed. Loss: 5.3350
2024-10-02 11:34:19,622 - INFO - Epoch 600 completed. Loss: 5.1213
2024-10-02 11:34:49,248 - INFO - Epoch 700 completed. Loss: 4.6573
2024-10-02 11:35:18,513 - INFO - Epoch 800 completed. Loss: 4.4679
2024-10-02 11:35:48,262 - INFO - Epoch 900 completed. Loss: 4.2964
2024-10-02 11:36:18,458 - INFO - Epoch 1000 completed. Loss: 4.0048
2024-10-02 11:36:48,038 - INFO - Epoch 1100 completed. Loss: 3.9813
2024-10-02 11:37:19,079 - INFO - Epoch 1200 completed. Loss: 3.8904
2024-10-02 11:37:48,640 - INFO - Epoch 1300 completed. Loss: 3.6634
2024-10-02 11:38:19,020 - INFO - Epoch 1400 completed. Loss: 3.7462
2024-10-02 11:38:49,212 - INFO - Epoch 1500 completed. Loss: 3.7561
2024-10-02 11:39:19,963 - INFO - Epoch 1600 completed. Loss: 3.5810
2024-10-02 11:39:50,033 - INFO - Epoch 1700 completed. Loss: 3.5822
2024-10-02 11:40:19,456 - INFO - Epoch 1800 completed. Loss: 3.4967
2024-10-02 11:40:48,687 - INFO - Epoch 1900 completed. Loss: 3.5180
2024-10-02 11:41:18,189 - INFO - Epoch 2000 completed. Loss: 3.4814
2024-10-02 11:41:47,879 - INFO - Epoch 2100 completed. Loss: 3.4286
2024-10-02 11:42:18,160 - INFO - Epoch 2200 completed. Loss: 3.3990
2024-10-02 11:42:47,543 - INFO - Epoch 2300 completed. Loss: 3.3607
2024-10-02 11:43:17,149 - INFO - Epoch 2400 completed. Loss: 3.3009
2024-10-02 11:43:47,845 - INFO - Epoch 2500 completed. Loss: 3.3194
2024-10-02 11:44:17,460 - INFO - Epoch 2600 completed. Loss: 3.2697
2024-10-02 11:44:47,611 - INFO - Epoch 2700 completed. Loss: 3.3800
2024-10-02 11:45:17,974 - INFO - Epoch 2800 completed. Loss: 3.2703
2024-10-02 11:45:48,678 - INFO - Epoch 2900 completed. Loss: 3.2622
2024-10-02 11:46:18,153 - INFO - Epoch 3000 completed. Loss: 3.2841
2024-10-02 11:46:47,813 - INFO - Epoch 3100 completed. Loss: 3.2276
2024-10-02 11:47:17,073 - INFO - Epoch 3200 completed. Loss: 3.2121
2024-10-02 11:47:47,466 - INFO - Epoch 3300 completed. Loss: 3.3042
2024-10-02 11:48:16,921 - INFO - Epoch 3400 completed. Loss: 3.3579
2024-10-02 11:48:46,998 - INFO - Epoch 3500 completed. Loss: 3.1516
2024-10-02 11:49:17,081 - INFO - Epoch 3600 completed. Loss: 3.2188
2024-10-02 11:49:47,706 - INFO - Epoch 3700 completed. Loss: 3.1367
2024-10-02 11:50:18,432 - INFO - Epoch 3800 completed. Loss: 3.1165
2024-10-02 11:50:48,421 - INFO - Epoch 3900 completed. Loss: 3.0389
2024-10-02 11:51:18,035 - INFO - Epoch 4000 completed. Loss: 3.1295
2024-10-02 11:51:48,148 - INFO - Epoch 4100 completed. Loss: 3.1266
2024-10-02 11:52:18,580 - INFO - Epoch 4200 completed. Loss: 3.1835
2024-10-02 11:52:47,828 - INFO - Epoch 4300 completed. Loss: 3.1697
2024-10-02 11:53:17,926 - INFO - Epoch 4400 completed. Loss: 3.1735
2024-10-02 11:53:47,620 - INFO - Epoch 4500 completed. Loss: 3.0780
2024-10-02 11:54:17,713 - INFO - Epoch 4600 completed. Loss: 3.0615
2024-10-02 11:54:47,076 - INFO - Epoch 4700 completed. Loss: 3.0463
2024-10-02 11:55:17,685 - INFO - Epoch 4800 completed. Loss: 3.0618
2024-10-02 11:55:47,488 - INFO - Epoch 4900 completed. Loss: 3.1140
2024-10-02 11:56:17,186 - INFO - Epoch 5000 completed. Loss: 3.0225
2024-10-02 11:56:47,829 - INFO - Epoch 5100 completed. Loss: 3.0286
2024-10-02 11:57:17,201 - INFO - Epoch 5200 completed. Loss: 3.0554
2024-10-02 11:57:47,875 - INFO - Epoch 5300 completed. Loss: 3.0221
2024-10-02 11:58:17,310 - INFO - Epoch 5400 completed. Loss: 3.0407
2024-10-02 11:58:48,130 - INFO - Epoch 5500 completed. Loss: 3.0220
2024-10-02 11:59:17,917 - INFO - Epoch 5600 completed. Loss: 3.0039
2024-10-02 11:59:48,700 - INFO - Epoch 5700 completed. Loss: 2.9857
2024-10-02 12:00:18,388 - INFO - Epoch 5800 completed. Loss: 3.0164
2024-10-02 12:00:48,169 - INFO - Epoch 5900 completed. Loss: 3.0951
2024-10-02 12:01:17,542 - INFO - Epoch 6000 completed. Loss: 2.9781
2024-10-02 12:01:47,418 - INFO - Epoch 6100 completed. Loss: 2.9776
2024-10-02 12:02:17,885 - INFO - Epoch 6200 completed. Loss: 2.9766
2024-10-02 12:02:47,663 - INFO - Epoch 6300 completed. Loss: 2.9990
2024-10-02 12:03:17,239 - INFO - Epoch 6400 completed. Loss: 3.0624
2024-10-02 12:03:46,870 - INFO - Epoch 6500 completed. Loss: 3.0210
